Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
232;Augsburg;R1;04.09.1998-22:00;04.09.1998-23:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;23.09.1998-14:00;23.09.1998-15:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;22.10.1998-16:00;22.10.1998-19:00;3;;eor;                                                                                                                                               
232;Augsburg;R1;17.11.1998-18:00;17.11.1998-19:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;18.11.1998-00:00;18.11.1998-07:00;7;;eor;                                                                                                                                               
232;Augsburg;R1;20.11.1998-06:00;20.11.1998-07:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;21.11.1998-02:00;21.11.1998-03:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;21.11.1998-05:00;21.11.1998-10:00;5;;eor;                                                                                                                                               
232;Augsburg;R1;21.11.1998-12:00;21.11.1998-15:00;3;;eor;                                                                                                                                               
232;Augsburg;R1;21.11.1998-17:00;22.11.1998-05:00;12;;eor;                                                                                                                                              
232;Augsburg;R1;22.11.1998-07:00;22.11.1998-20:00;13;;eor;                                                                                                                                              
232;Augsburg;R1;23.11.1998-09:00;23.11.1998-19:00;10;;eor;                                                                                                                                              
232;Augsburg;R1;24.11.1998-00:00;24.11.1998-02:00;2;;eor;                                                                                                                                               
232;Augsburg;R1;24.11.1998-06:00;24.11.1998-08:00;2;;eor;                                                                                                                                               
232;Augsburg;R1;30.11.1998-13:00;30.11.1998-14:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;01.12.1998-05:00;01.12.1998-06:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;18.12.1998-07:00;18.12.1998-08:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;23.12.1998-10:00;23.12.1998-11:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;15.01.1999-12:00;15.01.1999-13:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;15.02.1999-07:00;15.02.1999-09:00;2;;eor;                                                                                                                                               
232;Augsburg;R1;18.11.1999-01:00;18.11.1999-08:00;7;;eor;                                                                                                                                               
232;Augsburg;R1;27.03.2000-22:00;27.03.2000-23:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;28.03.2000-01:00;28.03.2000-02:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;22.08.2000-14:00;22.08.2000-15:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;04.12.2000-16:00;05.12.2000-03:00;11;;eor;                                                                                                                                              
232;Augsburg;R1;05.12.2000-23:00;06.12.2000-02:00;3;;eor;                                                                                                                                               
232;Augsburg;R1;23.12.2000-07:00;23.12.2000-08:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;01.04.2001-00:00;01.04.2001-11:00;11;;eor;                                                                                                                                              
232;Augsburg;R1;01.04.2001-13:00;01.04.2001-17:00;4;;eor;                                                                                                                                               
232;Augsburg;R1;01.04.2001-19:00;01.04.2001-23:00;4;;eor;                                                                                                                                               
232;Augsburg;R1;02.04.2001-01:00;02.04.2001-05:00;4;;eor;                                                                                                                                               
232;Augsburg;R1;02.04.2001-07:00;02.04.2001-11:00;4;;eor;                                                                                                                                               
232;Augsburg;R1;02.04.2001-13:00;02.04.2001-17:00;4;;eor;                                                                                                                                               
232;Augsburg;R1;02.04.2001-19:00;02.04.2001-23:00;4;;eor;                                                                                                                                               
232;Augsburg;R1;08.05.2001-08:00;08.05.2001-09:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;04.02.2002-00:00;04.02.2002-11:00;11;;eor;                                                                                                                                              
232;Augsburg;R1;12.08.2004-19:00;12.08.2004-20:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;12.07.2006-15:00;12.07.2006-21:00;6;;eor;                                                                                                                                               
232;Augsburg;R1;14.07.2006-14:00;14.07.2006-15:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;03.12.2008-13:00;03.12.2008-14:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;16.12.2008-19:00;16.12.2008-20:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;16.01.2009-09:00;16.01.2009-10:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;23.03.2009-19:00;23.03.2009-20:00;1;;eor;                                                                                                                                               
232;Augsburg;R1;22.05.2016-20:00;23.05.2016-10:00;14;;eor;                                                                                                                                              
232;Augsburg;R1;23.05.2016-13:00;24.05.2016-09:00;20;;eor;                                                                                                                                              
232;Augsburg;R1;20.08.2016-08:00;22.08.2016-09:00;49;;eor;                                                                                                                                              
232;Augsburg;R1;26.06.2017-19:00;27.06.2017-10:00;15;;eor;                                                                                                                                              
232;Augsburg;R1;28.06.2017-20:00;03.07.2017-09:00;109;;eor;                                                                                                                                             
232;Augsburg;R1;23.05.2018-10:00;23.05.2018-17:00;7;;eor;                                                                                                                                               
232;Augsburg;R1;24.05.2018-13:00;24.05.2018-15:00;2;;eor;                                                                                                                                               
232;Augsburg;R1;23.12.2020-13:00;23.12.2020-15:00;2;;eor;                                                                                                                                               
232;Augsburg;R1;23.08.2021-04:00;23.08.2021-10:00;6;;eor;                                                                                                                                               
232;Augsburg;R1;22.11.2021-09:00;22.11.2021-12:00;3;;eor;                                                                                                                                               
232;Augsburg;R1;28.11.2022-09:00;02.12.2022-10:00;97;;eor;                                                                                                                                              
232;Augsburg;R1;07.12.2022-08:00;07.12.2022-14:00;6;;eor;                                                                                                                                               
232;Augsburg;R1;09.12.2022-05:00;09.12.2022-08:00;3;;eor;                                                                                                                                               
232;Augsburg;RS_IND;07.11.1996-12:00;07.11.1996-13:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;07.11.1996-23:00;08.11.1996-06:00;7;;eor;                                                                                                                                           
232;Augsburg;RS_IND;29.11.1996-09:00;30.11.1996-08:00;23;;eor;                                                                                                                                          
232;Augsburg;RS_IND;03.12.1996-09:00;03.12.1996-11:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;05.12.1996-09:00;05.12.1996-13:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;25.12.1996-12:00;25.12.1996-20:00;8;;eor;                                                                                                                                           
232;Augsburg;RS_IND;09.01.1997-11:00;09.01.1997-12:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;10.01.1997-07:00;10.01.1997-08:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;30.05.1997-19:00;30.05.1997-20:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;04.09.1997-03:00;04.09.1997-05:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.09.1997-22:00;23.09.1997-23:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;14.10.1997-22:00;14.10.1997-23:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;24.10.1997-09:00;24.10.1997-11:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;14.12.1997-15:00;14.12.1997-18:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;03.01.1998-15:00;03.01.1998-17:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;29.01.1998-16:00;29.01.1998-18:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;29.01.1998-20:00;29.01.1998-22:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;01.02.1998-03:00;01.02.1998-05:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;14.02.1998-17:00;17.02.1998-05:00;60;;eor;                                                                                                                                          
232;Augsburg;RS_IND;17.02.1998-18:00;17.02.1998-20:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.02.1998-01:00;18.02.1998-03:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.02.1998-06:00;18.02.1998-07:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.02.1998-19:00;18.02.1998-21:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.02.1998-23:00;19.02.1998-04:00;5;;eor;                                                                                                                                           
232;Augsburg;RS_IND;19.02.1998-06:00;19.02.1998-08:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;19.02.1998-15:00;19.02.1998-16:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;20.02.1998-10:00;21.02.1998-05:00;19;;eor;                                                                                                                                          
232;Augsburg;RS_IND;21.02.1998-07:00;21.02.1998-08:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;26.02.1998-04:00;26.02.1998-06:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;26.02.1998-17:00;26.02.1998-20:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;27.02.1998-15:00;27.02.1998-16:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;19.03.1998-11:00;19.03.1998-12:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;01.04.1998-21:00;01.04.1998-22:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;10.05.1998-19:00;10.05.1998-22:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;11.05.1998-00:00;11.05.1998-01:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;11.05.1998-07:00;11.05.1998-08:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;12.05.1998-01:00;12.05.1998-02:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;16.05.1998-21:00;16.05.1998-23:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;02.07.1998-21:00;02.07.1998-22:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.08.1998-15:00;23.08.1998-18:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;04.09.1998-22:00;04.09.1998-23:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.09.1998-14:00;23.09.1998-15:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;22.10.1998-16:00;22.10.1998-19:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;17.11.1998-18:00;17.11.1998-19:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.11.1998-00:00;18.11.1998-07:00;7;;eor;                                                                                                                                           
232;Augsburg;RS_IND;20.11.1998-06:00;20.11.1998-07:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;21.11.1998-02:00;21.11.1998-03:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;21.11.1998-05:00;21.11.1998-10:00;5;;eor;                                                                                                                                           
232;Augsburg;RS_IND;21.11.1998-12:00;21.11.1998-15:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;21.11.1998-17:00;22.11.1998-05:00;12;;eor;                                                                                                                                          
232;Augsburg;RS_IND;22.11.1998-07:00;22.11.1998-20:00;13;;eor;                                                                                                                                          
232;Augsburg;RS_IND;23.11.1998-09:00;23.11.1998-19:00;10;;eor;                                                                                                                                          
232;Augsburg;RS_IND;24.11.1998-00:00;24.11.1998-02:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;24.11.1998-06:00;24.11.1998-08:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;30.11.1998-13:00;30.11.1998-14:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;01.12.1998-05:00;01.12.1998-06:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.12.1998-07:00;18.12.1998-08:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.12.1998-10:00;23.12.1998-11:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;15.01.1999-12:00;15.01.1999-13:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;15.02.1999-07:00;15.02.1999-09:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;18.11.1999-01:00;18.11.1999-08:00;7;;eor;                                                                                                                                           
232;Augsburg;RS_IND;27.03.2000-22:00;27.03.2000-23:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;28.03.2000-01:00;28.03.2000-02:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;22.08.2000-14:00;22.08.2000-15:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;04.12.2000-16:00;05.12.2000-03:00;11;;eor;                                                                                                                                          
232;Augsburg;RS_IND;05.12.2000-23:00;06.12.2000-02:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.12.2000-07:00;23.12.2000-08:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;01.04.2001-00:00;01.04.2001-11:00;11;;eor;                                                                                                                                          
232;Augsburg;RS_IND;01.04.2001-13:00;01.04.2001-17:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;01.04.2001-19:00;01.04.2001-23:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;02.04.2001-01:00;02.04.2001-05:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;02.04.2001-07:00;02.04.2001-11:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;02.04.2001-13:00;02.04.2001-17:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;02.04.2001-19:00;02.04.2001-23:00;4;;eor;                                                                                                                                           
232;Augsburg;RS_IND;08.05.2001-08:00;08.05.2001-09:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;04.02.2002-00:00;04.02.2002-11:00;11;;eor;                                                                                                                                          
232;Augsburg;RS_IND;12.08.2004-19:00;12.08.2004-20:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;12.07.2006-15:00;12.07.2006-21:00;6;;eor;                                                                                                                                           
232;Augsburg;RS_IND;14.07.2006-14:00;14.07.2006-15:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;03.12.2008-13:00;03.12.2008-14:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;16.12.2008-19:00;16.12.2008-20:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;16.01.2009-09:00;16.01.2009-10:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.03.2009-19:00;23.03.2009-20:00;1;;eor;                                                                                                                                           
232;Augsburg;RS_IND;22.05.2016-20:00;23.05.2016-10:00;14;;eor;                                                                                                                                          
232;Augsburg;RS_IND;23.05.2016-13:00;24.05.2016-09:00;20;;eor;                                                                                                                                          
232;Augsburg;RS_IND;20.08.2016-08:00;22.08.2016-09:00;49;;eor;                                                                                                                                          
232;Augsburg;RS_IND;26.06.2017-19:00;27.06.2017-10:00;15;;eor;                                                                                                                                          
232;Augsburg;RS_IND;28.06.2017-20:00;03.07.2017-09:00;109;;eor;                                                                                                                                         
232;Augsburg;RS_IND;23.05.2018-10:00;23.05.2018-17:00;7;;eor;                                                                                                                                           
232;Augsburg;RS_IND;24.05.2018-13:00;24.05.2018-15:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.12.2020-13:00;23.12.2020-15:00;2;;eor;                                                                                                                                           
232;Augsburg;RS_IND;23.08.2021-04:00;23.08.2021-10:00;6;;eor;                                                                                                                                           
232;Augsburg;RS_IND;22.11.2021-09:00;22.11.2021-12:00;3;;eor;                                                                                                                                           
232;Augsburg;RS_IND;28.11.2022-09:00;02.12.2022-10:00;97;;eor;                                                                                                                                          
232;Augsburg;RS_IND;07.12.2022-08:00;07.12.2022-14:00;6;;eor;                                                                                                                                           
232;Augsburg;RS_IND;09.12.2022-05:00;09.12.2022-08:00;3;;eor;                                                                                                                                           
232;Augsburg;WRTR;03.04.2001-08:00;03.04.2001-09:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;08.05.2001-08:00;08.05.2001-09:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;13.05.2001-02:00;13.05.2001-03:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;29.05.2001-18:00;29.05.2001-19:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;31.05.2001-08:00;31.05.2001-09:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;12.06.2001-18:00;12.06.2001-19:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;22.07.2001-15:00;22.07.2001-16:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;29.07.2001-03:00;29.07.2001-04:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;14.08.2001-08:00;14.08.2001-09:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;20.08.2001-02:00;20.08.2001-03:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;22.09.2001-12:00;22.09.2001-13:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;23.09.2001-05:00;23.09.2001-06:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;24.09.2001-02:00;24.09.2001-03:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;20.12.2001-11:00;20.12.2001-12:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;05.01.2002-05:00;05.01.2002-06:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;04.02.2002-00:00;04.02.2002-12:00;12;;eor;                                                                                                                                            
232;Augsburg;WRTR;12.03.2002-15:00;12.03.2002-16:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;23.05.2002-21:00;23.05.2002-22:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;02.06.2002-08:00;02.06.2002-09:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;04.06.2002-23:00;05.06.2002-00:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;29.06.2002-06:00;29.06.2002-07:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;30.07.2002-00:00;30.07.2002-01:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;08.08.2002-17:00;08.08.2002-18:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;10.08.2002-03:00;10.08.2002-04:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;25.09.2002-02:00;25.09.2002-03:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;26.09.2002-12:00;26.09.2002-13:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;16.10.2002-05:00;16.10.2002-06:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;28.11.2002-18:00;28.11.2002-19:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;25.02.2003-05:00;25.02.2003-06:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;11.03.2003-02:00;11.03.2003-03:00;1;;eor;                                                                                                                                             
232;Augsburg;WRTR;02.04.2003-00:00;02.04.2003-01:00;1;;eor;                                                                                                                                             
